alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1707260469.777,elite,6620.587348938,1707046460.4627,"AS19551 Incapsula Inc",INCAPSULA,London,Europe,EU,"United Kingdom",GB,,true,"Incapsula Inc",51.5074,-0.127758,false,"Incapsula Inc",false,England,success,Europe/London,W1B,1707098526,1707260469.777,80,socks5,45.60.13.176:80,true,6258.5446834564,6,1180,0.50590219224283,45.60.13.176
true,1707260469.7488,elite,9074.2988035113,1706294176.9025,"AS210644 AEZA INTERNATIONAL LTD",AEZA-AS,Paris,Europe,EU,France,FR,,false,"Aeza International LTD",48.8323,2.4075,false,"Aeza International LTD",true,Île-de-France,success,Europe/Paris,75001,1706912977,1707260469.7488,31124,socks5,94.228.162.155:31124,true,17927.159070969,986,13236,6.9329208268879,94.228.162.155
true,1707260458.1269,elite,3007.7074411283,1680243724.4089,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Rongcheng,Asia,AS,China,CN,,false,Chinanet,30.6007,117.925,false,"Chinanet AH",true,Anhui,success,Asia/Shanghai,,1706743904,1707260469.7463,8089,http,117.69.237.77:8089,false,2301.0230064392,823,27562,2.8994187070636,117.69.237.77
true,1707260469.6979,elite,4719.6726964335,1706346703.1065,"AS51167 Contabo GmbH",CONTABO,Nuremberg,Europe,EU,Germany,DE,,true,"Contabo GmbH",49.405,11.1617,false,"Contabo GmbH",true,Bavaria,success,Europe/Berlin,90475,1706952081,1707260469.6979,42581,socks4,207.180.198.241:42581,true,3550.3413677216,3117,9395,24.912084398977,207.180.198.241
true,1707260469.4768,elite,5022.3238234544,1707167583.6568,"AS51167 Contabo GmbH",CONTABO,Düsseldorf,Europe,EU,Germany,DE,,true,BroadbandONE,51.1878,6.8607,false,"FORTE INTERACTIVE, INC",true,"North Rhine-Westphalia",success,Europe/Berlin,40599,1707167786,1707260469.4768,48057,socks4,75.119.145.169:48057,true,5751.8444061279,398,836,32.2528363047,75.119.145.169
true,1707260469.4552,elite,4334.6723826933,1695051041.1922,"AS8075 Microsoft Corporation",MICROSOFT-CORP-MSN-AS-BLOCK,Boydton,"North America",NA,"United States",US,,true,Microsoft,36.677696,-78.37471,false,"Microsoft Azure Cloud (eastus)",true,Virginia,success,America/New_York,23917,1706832767,1707260469.4552,80,http,172.173.132.85:80,false,4875.0030994415,24258,83021,22.612067599437,172.173.132.85
true,1707260469.4158,transparent,5234.8430924605,1649181944.7227,"AS48293 Uniontel Ltd",UNIONTEL-RU-AS,Yekaterinburg,Europe,EU,Russia,RU,,false,"Uniontel ZAO network",56.8456,60.6083,false,,true,"Sverdlovsk Oblast",success,Asia/Yekaterinburg,620012,1706832595,1707260469.4158,41890,http,94.228.204.225:41890,false,835.18362045288,33533,360867,8.5022819472617,94.228.204.225
true,1707260469.414,transparent,3701.4643092892,1694977427.1627,"AS205254 Valin Company for General Trading and Communication LTD",Valeen,Duhok,Asia,AS,Iraq,IQ,,false,"Valin Company for General Trading and Communication LTD",36.8631,42.9559,false,"Valin Company General Trading and Communication LTD",true,Duhok,success,Asia/Baghdad,,1706832601,1707260469.414,8080,http,46.161.195.177:8080,false,644.16193962097,11663,97776,10.657078372427,46.161.195.177
true,1707260469.4031,transparent,5314.9413181838,1706533853.4029,"AS37284 Aljeel Aljadeed For Technology",Aljeel-net,Benghazi,Africa,AF,Libya,LY,,false,"Taqnyat Aljeel Company Communication and Information",32.1194,20.0868,false,"Taqnyat Aljeel Company Communication and Information Technology LTD",false,"Sha'biyat Banghazi",success,Africa/Tripoli,,1707139340,1707260469.4031,1981,http,102.214.166.1:1981,false,1837.849855423,1267,7520,14.419028109708,102.214.166.1
true,1707260469.3587,transparent,5199.4460795931,1690838370.5947,"AS136121 PT Digital Media Telematika",DIGITNET-AS-ID,Lamongan,Asia,AS,Indonesia,ID,,false,DIGITNET,-7.409,109.3976,false,,true,"Central Java",success,Asia/Jakarta,,1706659039,1707260469.3587,5678,http,103.154.230.83:5678,false,3805.9933185577,1418,19445,6.7967214686287,103.154.230.83
true,1707260374.6015,transparent,6161.186614453,1703044507.9533,"AS61923 SUNWAY TELECOM LTDA","SUNWAY TELECOM LTDA",Peruibe,"South America",SA,Brazil,BR,,false,"Sunway Telecom Ltda",-24.2885,-47.0256,false,"Sunway Telecom Ltda",true,"Sao Paulo",success,America/Sao_Paulo,11750,1706759322,1707260469.2892,666,http,200.7.118.62:666,false,8803.1520843506,1626,25862,5.9153084982538,200.7.118.62
true,1707260469.1865,elite,5974.974729247,1707244165.8912,"AS38731 Vietel - CHT Compamy Ltd",VTDC-AS-VN,Hanoi,Asia,AS,Vietnam,VN,,true,VIETEL,21.0278,105.834,false,"Viettel Corporation",true,Hanoi,success,Asia/Bangkok,,1707244169,1707260469.1865,53749,socks5,171.244.140.160:53749,true,4235.077381134,118,130,47.58064516129,171.244.140.160
true,1707260307.0184,transparent,3933.6092001801,1706989855.2708,"AS134420 Chongqing Telecom",CHINATELECOM-Chongqing-IDC,Chongqing,Asia,AS,China,CN,,false,"Chongqing Telecom",29.4316,106.912,false,"Chinanet CQ",false,Chongqing,success,Asia/Shanghai,,1706989866,1707260469.1859,3128,http,113.250.189.4:3128,false,2835.7498645782,2182,1203,64.460856720827,113.250.189.4
true,1707260433.331,elite,2126.3581889489,1658365524.1037,"AS209202 Gurbtec Iguana Telecom SL",CITTEC,Navarcles,Europe,EU,Spain,ES,,false,"Gurbtec Iguana Telecom SL",41.7512,1.9035,true,"Gurbtec Iguana Telecom SL",true,Catalonia,success,Europe/Madrid,08270,1706832517,1707260469.185,4145,socks4,2.57.131.19:4145,true,7470.1271057129,41249,240325,14.649434962035,2.57.131.19
true,1707260469.1474,elite,2592.2155380249,1707220115.1365,"AS12978 ANDROMEDA TV DIGITAL PLATFORM ISLETMECILIGI A.S.",DSMART,Istanbul,Asia,AS,Türkiye,TR,,false,"Andromeda TV Digital Platform Isletmeciligi A.S.",41.0011,28.9687,false,DOL,false,Istanbul,success,Europe/Istanbul,34120,1707260471,1707260469.1474,1080,socks5,94.123.86.247:1080,true,2592.2155380249,1,147,0.67567567567568,94.123.86.247
true,1707260469.1434,elite,2060.1634979248,1707176846.5678,"AS30633 Leaseweb USA, Inc.",LEASEWEB-USA-WDC,Manassas,"North America",NA,"United States",US,,true,"Leaseweb USA, Inc.",38.7514,-77.5251,false,"Leaseweb USA, Inc.",true,Virginia,success,America/New_York,20109,1707260471,1707260469.1434,24797,socks5,162.210.192.136:24797,true,2060.1634979248,1,331,0.30120481927711,162.210.192.136
true,1707218670.1538,elite,1113.9872888749,1674325919.3152,"AS24445 Henan Mobile Communications Co.,Ltd",CMNET-V4henan-AS-AP,Zhengzhou,Asia,AS,China,CN,,false,"China Mobile communications corporation",34.7472,113.625,true,"China Mobile",true,Henan,success,Asia/Shanghai,,1706832629,1707260469.1066,8899,http,117.160.250.130:8899,false,927.04772949219,258921,5651,97.864097485751,117.160.250.130
true,1707260469.039,elite,5828.4836992105,1706453520.7552,"AS46606 Unified Layer",UNIFIEDLAYER-AS-1,Provo,"North America",NA,"United States",US,"East Bay",true,"Unified Layer",40.2069,-111.642,false,"Unified Layer",true,Utah,success,America/Denver,84606,1707058402,1707260469.039,37277,socks4,162.214.191.248:37277,true,6952.7194499969,3402,7607,30.901989281497,162.214.191.248
true,1707260469.0297,elite,4005.7214837008,1706479564.8904,"AS51167 Contabo GmbH",CONTABO,Munich,Europe,EU,Germany,DE,,true,"Contabo GmbH",48.1077,11.6091,false,"Contabo GmbH",true,Bavaria,success,Europe/Berlin,81549,1707087442,1707260469.0297,17905,socks4,79.143.187.58:17905,true,4267.9681777954,3875,6711,36.604949933875,79.143.187.58
true,1707260468.9816,transparent,5522.2470777859,1705157976.4601,"AS138112 PT. Megarap Mitra Solusi",MEGARAP-AS-ID,"Bandar Lampung",Asia,AS,Indonesia,ID,,false,MEGARAP,-5.4291,105.2615,false,,true,Lampung,success,Asia/Jakarta,,1706972470,1707260468.9816,8080,http,103.126.173.163:8080,false,3754.5866966248,2043,20985,8.8718082334549,103.126.173.163
true,1707260431.8675,elite,2395.8278809221,1607122434.3702,"AS49120 Gorset Ltd.",GORSET-AS,Tver,Europe,EU,Russia,RU,,false,"Gorset Ltd.",56.8651,35.8938,false,"Gorcom Tver Network",true,"Tver Oblast",success,Europe/Moscow,170036,1706832456,1707260468.8669,3629,socks4,46.173.35.229:3629,true,1290.4195785522,180084,391884,31.484978180598,46.173.35.229
true,1707260461.8396,elite,6241.9734576281,1706343832.6691,"AS400754 GoDaddy.com, LLC",GO-DADDY-COM-LLC,Ashburn,"North America",NA,"United States",US,,false,"GoDaddy.com, LLC",39.0469,-77.4903,false,"GoDaddy.com, LLC",true,Virginia,success,America/New_York,20149,1706952300,1707260468.7972,8337,socks5,107.180.88.195:8337,true,10133.895397186,3761,10489,26.39298245614,107.180.88.195
true,1707259662.5091,elite,2191.1203116179,1707095802.7398,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1707145915,1707260468.7949,20427,http,72.10.160.90:20427,true,774.31583404541,32,1199,2.5995125913891,72.10.160.90
true,1707206410.5486,elite,974.19463541007,1677986461.4454,"AS9123 TimeWeb Ltd.",TimeWeb-AS,Warsaw,Europe,EU,Poland,PL,,true,"TimeWeb Ltd.",52.2296,21.0067,false,"TW Poland",true,Mazovia,success,Europe/Warsaw,00-510,1707189165,1707260468.6731,80,http,185.104.112.62:80,false,135.27464866638,40612,27839,59.330031701509,185.104.112.62
true,1707260468.629,elite,6792.907416212,1700517269.8305,"AS26496 GoDaddy.com, LLC",AS-26496-GO-DADDY-COM-LLC,Tempe,"North America",NA,"United States",US,"South Tempe",true,"GoDaddy.com, LLC",33.3359,-111.894,false,"GoDaddy.com, LLC",true,Arizona,success,America/Phoenix,85284,1706832869,1707260468.629,15073,socks4,104.238.111.107:15073,true,13627.384662628,8623,39704,17.843027707079,104.238.111.107
true,1707260468.6177,elite,727.66099020311,1639497553.8019,"AS21183 Vodafone Albania Sh.A.",VODAFONE-FIX-AS,Tirana,Europe,EU,Albania,AL,,false,"Vodafone Network",41.3253,19.8184,false,"ABCOM Shpk",true,Tirana,success,Europe/Tirane,,1706833201,1707260468.6177,5678,socks4,109.69.0.179:5678,true,232.41472244263,55590,383832,12.650709340907,109.69.0.179
true,1707260468.5906,elite,4395.9245144947,1661087985.1672,"AS16276 OVH SAS",OVH,Roubaix,Europe,EU,France,FR,,true,"OVH SAS",50.6916,3.20151,false,OVH,true,Hauts-de-France,success,Europe/Paris,59100,1706832427,1707260468.5906,80,http,164.132.170.100:80,false,700.38795471191,84262,327847,20.446532349451,164.132.170.100
true,1707260468.5357,transparent,5082.5962725675,1690977098.3371,"AS327776 STATURE (PTY) LTD",Stature-PTY-LTD,Gaborone,Africa,AF,Botswana,BW,,false,"STATURE (PTY) LTD",-24.6437,25.9112,false,,true,Gaborone,success,Africa/Gaborone,,1707218935,1707260468.5357,80,http,102.134.166.11:80,false,8634.7062587738,3271,19155,14.585748684563,102.134.166.11
true,1707260468.4829,elite,4862.19332815,1706122492.8722,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,"North Bergen","North America",NA,"United States",US,,true,"DigitalOcean, LLC",40.793,-74.0247,false,"DigitalOcean, LLC",true,"New Jersey",success,America/New_York,07047,1706727446,1707260468.4829,52799,socks5,165.227.196.37:52799,true,4981.0283184052,3815,13489,22.046925566343,165.227.196.37
true,1707260468.473,elite,7231.9793164495,1706123908.2564,"AS398101 GoDaddy.com, LLC",GO-DADDY-COM-LLC,Tempe,"North America",NA,"United States",US,"South Tempe",false,"GoDaddy.com, LLC",33.3359,-111.894,false,"GoDaddy.com, LLC",true,Arizona,success,America/Phoenix,85284,1706729686,1707260468.473,46894,socks4,132.148.154.97:46894,true,8001.8994808197,2279,12662,15.253329763737,132.148.154.97
true,1707260468.4717,elite,3276.2972967797,1691181220.2326,"AS27947 Telconet S.A","Telconet S.A",Ambato,"South America",SA,Ecuador,EC,,false,"Telconet S.A",-1.2484,-78.6133,false,"Clientes NETLIFE Quito - gepon",true,Tungurahua,success,America/Guayaquil,,1706832718,1707260468.4717,33192,socks4,186.4.177.211:33192,true,909.33418273926,14155,85175,14.250478203967,186.4.177.211
true,1707260468.469,elite,5184.8795047228,1706056267.0541,"AS51167 Contabo GmbH",CONTABO,Düsseldorf,Europe,EU,Germany,DE,,true,"Contabo GmbH",51.2277,6.77346,false,"TerraTransit AG",true,"North Rhine-Westphalia",success,Europe/Berlin,40213,1706661333,1707260468.469,46632,socks4,109.123.254.43:46632,true,2102.8051376343,3323,12696,20.74411636182,109.123.254.43
true,1707260236.4389,transparent,548.11315569363,1706462478.2338,"AS24940 Hetzner Online GmbH",HETZNER-AS,Nuremberg,Europe,EU,Germany,DE,,true,"Hetzner Online GmbH",49.4423,11.0191,false,Hetzner,false,Bavaria,success,Europe/Berlin,90431,1707067355,1707260468.4676,8678,http,88.99.161.57:8678,true,104.69937324524,4645,3288,58.552880373125,88.99.161.57
true,1707260468.4655,elite,6372.3635455955,1707177906.4502,"AS19871 Network Solutions, LLC",NETWORK-SOLUTIONS-HOSTING,Provo,"North America",NA,"United States",US,"East Bay",true,"Network Solutions, LLC",40.2069,-111.642,false,"Unified Layer",true,Utah,success,America/Denver,84606,1707179801,1707260468.4655,38088,socks4,162.241.40.187:38088,true,5051.8927574158,263,812,24.46511627907,162.241.40.187
true,1707259170.4614,elite,1438.5379854397,1616280084.6285,"AS46562 Performive LLC",PERFORMIVE,Atlanta,"North America",NA,"United States",US,,true,"Performive LLC",33.749,-84.388,false,"Performive LLC",true,Georgia,success,America/New_York,30302,1706832483,1707260468.4533,14921,socks4,192.252.211.197:14921,true,711.98487281799,465702,71502,86.689972524404,192.252.211.197
true,1707260468.3708,elite,5744.3630429714,1707176509.5801,"AS19871 Network Solutions, LLC",NETWORK-SOLUTIONS-HOSTING,Provo,"North America",NA,"United States",US,"East Bay",true,"Network Solutions, LLC",40.2069,-111.642,false,"Unified Layer",true,Utah,success,America/Denver,84606,1707176510,1707260468.3708,34774,socks4,162.241.40.187:34774,true,4384.8280906677,368,744,33.093525179856,162.241.40.187
true,1707260282.2027,elite,3863.1377664773,1704809177.878,"AS44477 STARK INDUSTRIES SOLUTIONS LTD",STARK-INDUSTRIES,"Frankfurt am Main",Europe,EU,Germany,DE,,false,"Stark Industries Solutions LTD",50.1188,8.6843,false,"Stark Industries Solutions LTD",true,Hesse,success,Europe/Berlin,60313,1706832533,1707260468.3648,1080,socks4,103.113.71.230:1080,true,11398.495435715,9562,17906,34.811416921509,103.113.71.230
true,1707260468.3554,elite,4624.4758031992,1703646199.4287,"AS16276 OVH SAS",OVH,Gravelines,Europe,EU,France,FR,,true,"OVH SAS",50.9959,2.11757,false,OVH,true,Hauts-de-France,success,Europe/Paris,59820,1706832673,1707260468.3554,50470,socks4,141.94.174.6:50470,true,1778.7351608276,11430,21157,35.075336790745,141.94.174.6
true,1707260468.3241,transparent,5433.3409531843,1705875144.7357,"AS9299 Philippine Long Distance Telephone Company",IPG-AS-AP,"Mandaluyong City",Asia,AS,Philippines,PH,,false,"Philippine Long Distance Telephone Co.",14.5749,121.043,false,"Philippine Long Distance Telephone Company",true,"Metro Manila",success,Asia/Manila,1214,1707091050,1707260468.3241,8082,http,124.107.144.249:8082,true,9727.5745868683,1853,13482,12.083469188132,124.107.144.249
true,1707260468.208,elite,3472.7950666029,1634745028.7625,"AS58923 InterCloud ltd",INTERCLOUDLTD-AS-AP,Dhaka,Asia,AS,Bangladesh,BD,,false,"InterCloud Limited",23.7427,90.4248,false,"InterCloud ltd",true,"Dhaka Division",success,Asia/Dhaka,1214,1706832804,1707260468.208,5678,socks4,118.67.223.4:5678,true,8133.0115795135,67497,364578,15.621593473355,118.67.223.4
true,1707260468.1931,transparent,5704.9026050597,1695788608.1101,"AS327980 FASTHOSTING (PTY) LTD",FASTHOSTING,Jakarta,Asia,AS,Indonesia,ID,,false,"FASTHOSTING (PTY) LTD",-6.2114,106.8446,true,,true,Jakarta,success,Asia/Jakarta,,1706736218,1707260468.1931,8080,http,41.216.178.14:8080,false,10046.7441082,3897,27832,12.282139367771,41.216.178.14
true,1707260468.1768,transparent,5098.8873566366,1681579314.2484,"AS270143 MAYSNET SA DE CV","MAYSNET SA DE CV",Metztitlan,"North America",NA,Mexico,MX,,false,"Maysnet SA De CV",20.5977,-98.8186,false,,true,Hidalgo,success,America/Mexico_City,43350,1707168686,1707260468.1768,999,http,45.7.64.4:999,false,1636.1901760101,15413,175965,8.0536947820544,45.7.64.4
true,1707260369.8089,elite,5683.3701336441,1706123227.258,"AS16276 OVH SAS",OVH,Roubaix,Europe,EU,France,FR,,true,"OVH SAS",50.6918,3.2021,false,"OVH ISP",true,Hauts-de-France,success,Europe/Paris,59100,1706728932,1707260468.1468,6067,socks5,91.121.163.199:6067,true,14371.81520462,4141,12459,24.94578313253,91.121.163.199
true,1707260468.1446,elite,214.81773709403,1700234110.6614,"AS16276 OVH SAS",OVH,Paris,Europe,EU,France,FR,,true,"OVH SAS",48.8323,2.4075,false,"OVH ISP",true,Île-de-France,success,Europe/Paris,75008,1706832403,1707260468.1446,45517,socks4,176.31.110.126:45517,true,79.141855239868,4839,45377,9.6363708778079,176.31.110.126
true,1707260468.1244,elite,6986.4789383975,1705329937.9808,"AS141995 Contabo Asia Private Limited",CAPL-AS-AP,Singapore,Asia,AS,Singapore,SG,"Downtown Core",false,"Contabo Asia Private Limited",1.28223,103.851,false,"Contabo Asia Private Limited",true,"Central Singapore",success,Asia/Singapore,068877,1707144437,1707260468.1244,39852,socks5,194.233.78.142:39852,true,11366.980552673,7469,20036,27.15506271587,194.233.78.142
true,1707260468.1034,transparent,5490.3814969859,1702065879.9566,"AS272869 INTERCOMM DE NARIÑO SAS","INTERCOMM DE NARINO SAS",Pasto,"South America",SA,Colombia,CO,,false,"INTERCOMM DE NARIÑO SAS",1.2146,-77.2785,false,"Intercomm de Narino",true,"Departamento de Narino",success,America/Bogota,520010,1706832553,1707260468.1034,999,http,38.56.23.1:999,false,7863.1212711334,4843,42566,10.215359952752,38.56.23.1
true,1707260404.2882,elite,3274.8787250925,1707227438.9393,"AS7552 Viettel Group",VIETEL-AS-AP,"Gia Nghia",Asia,AS,Vietnam,VN,,false,"Viettel Group",12.0073,107.6903,false,VIETTEL,false,"Đăk Nông Province",success,Asia/Ho_Chi_Minh,,1707232541,1707260468.1002,30582,socks5,115.76.194.255:30582,true,1247.2379207611,141,279,33.571428571429,115.76.194.255
true,1707260426.2644,elite,5429.5261844817,1706230829.6419,"AS24940 Hetzner Online GmbH",HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,true,"Hetzner Online GmbH",50.475,12.365,false,Hetzner,true,Saxony,success,Europe/Berlin,08223,1706835643,1707260468.0901,36457,socks4,49.12.80.10:36457,true,10587.109804153,2880,10722,21.173356859285,49.12.80.10
true,1707260468.038,elite,5200.2257372652,1707209835.4623,"AS201446 Soluciones web on line s.l.",PROFESIONALHOSTING,Madrid,Europe,EU,Spain,ES,,true,"Soluciones web on line s.l.",40.436,-3.6515,false,,true,Madrid,success,Europe/Madrid,28017,1707209837,1707260468.038,58150,socks4,185.23.118.97:58150,true,6569.5157051086,280,396,41.420118343195,185.23.118.97
true,1707260453.42,elite,3899.3962785937,1706609697.6271,"AS51167 Contabo GmbH",CONTABO,Nuremberg,Europe,EU,Germany,DE,,true,"Contabo GmbH",49.405,11.1617,false,"Contabo GmbH",true,Bavaria,success,Europe/Berlin,90475,1707214736,1707260467.9237,60816,socks4,173.212.223.23:60816,true,2970.8063602448,2497,6340,28.256195541473,173.212.223.23
true,1707260467.7757,elite,9051.6459006396,1690924019.6729,"AS18881 TELEFÔNICA BRASIL S.A","TELEFÔNICA BRASIL S.A","Campo Grande","South America",SA,Brazil,BR,,false,"TELEFÔNICA BRASIL S.A",-20.4428,-54.6464,false,"Global Village Telecom",true,"Mato Grosso do Sul",success,America/Campo_Grande,79000,1707168693,1707260467.7757,8893,http,186.215.87.194:8893,false,9914.1345024109,1231,27191,4.3311519245655,186.215.87.194
true,1707260412.2582,elite,6568.2382145056,1707175615.6713,"AS46606 Unified Layer",UNIFIEDLAYER-AS-1,Provo,"North America",NA,"United States",US,"East Bay",true,"Unified Layer",40.2069,-111.642,false,"Unified Layer",true,Utah,success,America/Denver,84606,1707176041,1707260467.7542,1822,socks5,162.214.102.121:1822,true,4110.5840206146,299,980,23.377638780297,162.214.102.121
true,1707260467.6129,elite,6018.2565210259,1705413915.8073,"AS58392 PT. Sewiwi Indonesia",SWIN-AS-ID,Bogor,Asia,AS,Indonesia,ID,,false,"PT. Sewiwi Indonesia",-6.5945,106.789,false,SWW,true,"West Java",success,Asia/Jakarta,,1707228419,1707260467.6129,45429,socks5,103.11.134.46:45429,true,1836.7528915405,4557,21668,17.376549094376,103.11.134.46
true,1707260467.4929,elite,5611.3961230154,1707200163.3751,"AS12876 SCALEWAY S.A.S.",AS12876,Vitry-sur-Seine,Europe,EU,France,FR,,true,"Online S.A.S.",48.792,2.39851,false,ONLINE,false,Île-de-France,success,Europe/Paris,94400,1707200168,1707260467.4929,22997,socks5,195.154.179.117:22997,true,1744.0214157104,230,678,25.330396475771,195.154.179.117
true,1707260268.0825,elite,5007.8345122716,1707166267.8288,"AS51167 Contabo GmbH",CONTABO,Düsseldorf,Europe,EU,Germany,DE,,true,"Contabo GmbH",51.1878,6.8607,false,"Contabo GmbH",true,"North Rhine-Westphalia",success,Europe/Berlin,40599,1707166484,1707260467.4885,61368,socks5,161.97.173.78:61368,true,5353.5957336426,604,827,42.208245981831,161.97.173.78
true,1707260339.1745,elite,5885.8601503975,1705024579.3364,"AS16276 OVH SAS",OVH,Roubaix,Europe,EU,France,FR,,true,"OVH SAS",50.6918,3.2021,false,"OVH ISP",true,Hauts-de-France,success,Europe/Paris,59100,1706839332,1707260467.4449,64317,socks4,91.121.163.199:64317,true,1387.8228664398,5270,20708,20.286396181384,91.121.163.199
true,1707260467.4348,elite,1079.4242022729,1701985284.9496,"AS398101 GoDaddy.com, LLC",GO-DADDY-COM-LLC,Tempe,"North America",NA,"United States",US,"South Tempe",false,"GoDaddy.com, LLC",33.3359,-111.894,false,"GoDaddy.com, LLC",true,Arizona,success,America/Phoenix,85284,1706833239,1707260467.4348,45314,socks5,104.238.100.115:45314,true,929.25786972046,3522,39736,8.1418465948495,104.238.100.115
true,1707260467.4329,elite,5303.3582899123,1706549773.1642,"AS16276 OVH SAS",OVH,Roubaix,Europe,EU,France,FR,,true,"OVH SAS",50.6917,3.20157,false,OVH,true,Hauts-de-France,success,Europe/Paris,59100,1707154598,1707260467.4329,21803,socks4,51.75.126.150:21803,true,1793.1015491486,4346,5306,45.026937422296,51.75.126.150
true,1707260467.4225,elite,6663.8523982029,1706967241.9039,"AS21499 Host Europe GmbH",GODADDY-SXB,Strasbourg,Europe,EU,France,FR,,false,"Host Europe GmbH",48.5855,7.7418,false,"GCN SXB1",true,"Grand Est",success,Europe/Paris,67000,1706972305,1707260467.4225,14936,socks4,92.205.110.47:14936,true,8893.4643268585,1995,1784,52.791743847579,92.205.110.47
true,1707260467.355,transparent,5811.4165729658,1705791809.3203,"AS209839 Luva Group Sh.p.k.",LuvaGroup,Lushnje,Europe,EU,Albania,AL,,false,"Luva Group Sh.p.k.",40.9437,19.7017,false,"Highspeed Fiber",true,"Fier County",success,Europe/Tirane,,1707001467,1707260467.355,8079,http,94.154.152.104:8079,false,4857.2070598602,1836,14307,11.373350678313,94.154.152.104
true,1707260467.3547,elite,5707.6067513916,1705734963.5788,"AS40021 Nubes, LLC",NL-811-40021,"New York","North America",NA,"United States",US,,false,"Nubes, LLC",40.7123,-74.0068,false,"Contabo Inc",true,"New York",success,America/New_York,10118,1706944634,1707260467.3547,54506,socks5,154.12.253.232:54506,true,3871.1643218994,4088,18132,18.397839783978,154.12.253.232
true,1707260092.937,elite,1154.8795078004,1704887417,"AS4760 HKT Limited",HKTIMS-AP,Central,Asia,AS,"Hong Kong",HK,,false,"PCCW IMS Limited",22.2908,114.1501,false,"Hong Kong Telecommunications (HKT) Limited",true,"Central and Western District",success,Asia/Hong_Kong,96521,1706832391,1707260467.3283,80,http,42.98.10.34:80,false,1050.4574775696,7719,17985,30.030345471522,42.98.10.34
true,1707260140.32,elite,4726.3417745786,1705653454.9581,"AS24940 Hetzner Online GmbH",HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,true,"Hetzner Online GmbH",50.475,12.365,false,Hetzner,true,Saxony,success,Europe/Berlin,08223,1706863195,1707260467.3047,64778,socks5,94.130.66.172:64778,true,3635.7200145721,4753,18564,20.384268988292,94.130.66.172
true,1707260467.2748,elite,5942.1253776006,1707032062.1873,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,"North Bergen","North America",NA,"United States",US,,true,"DigitalOcean, LLC",40.793,-74.0247,false,"DigitalOcean, LLC",true,"New Jersey",success,America/New_York,07047,1707032430,1707260467.2748,44843,socks5,68.183.122.221:44843,true,3092.5664901733,1051,2340,30.993807136538,68.183.122.221
true,1707260467.2289,transparent,6065.8255668739,1661788919.0857,"AS139901 Apple Communication Ltd.",APPLE1-AS-AP,Paltan,Asia,AS,Bangladesh,BD,,false,"Apple Communication Ltd.",23.7362,90.4143,false,"New CNS Online",true,"Dhaka Division",success,Asia/Dhaka,1000,1706905417,1707260467.2289,8080,http,103.85.114.240:8080,false,7896.844625473,18121,230321,7.2938553062687,103.85.114.240
true,1707260467.2264,elite,5551.6389135627,1705066319.898,"AS24122 BDCOM Online Limited",BDCOM-BD-AS-AP,Mīrpur,Asia,AS,Bangladesh,BD,,false,"BDCOM Online Limited",23.8233,90.365,false,"BDCOM Online Limited",true,"Dhaka Division",success,Asia/Dhaka,1216,1706883079,1707260467.2264,53281,http,103.16.73.177:53281,false,7849.3452072144,2045,21861,8.5543378231406,103.16.73.177
true,1707260467.2005,transparent,5010.866067671,1702100626.8802,"AS51336 Gemzo information technology Private Joint-Stock company",Gemzo,Ramallah,Asia,AS,"Palestinian Territory",PS,,false,"Gemzo information technology Private Joint-Stock company",31.9038,35.2034,false,"Gemzo information technology Private Joint-Stock company",true,"West Bank",success,Asia/Gaza,,1706850838,1707260467.2005,1981,http,178.214.80.27:1981,false,4543.105840683,2179,19830,9.9004952519424,178.214.80.27
true,1707260251.7034,elite,6133.3562914198,1706246427.777,"AS21409 Ikoula Net SAS",IKOULA,Boulogne-Billancourt,Europe,EU,France,FR,,true,"Ikoula Net SAS",48.8356,2.23832,false,,true,Île-de-France,success,Europe/Paris,92100,1706851266,1707260467.1523,1163,socks5,109.238.12.156:1163,true,8140.335559845,6420,9362,40.679254847294,109.238.12.156
true,1707260466.9774,transparent,5787.0003538468,1636157032.6159,"AS17995 PT iForte Global Internet",SOLUSINET-AS-ID,Bogor,Asia,AS,Indonesia,ID,,false,"PT Solusi Infostruktur Nusantara",-6.5945,106.789,false,,true,"West Java",success,Asia/Jakarta,,1706832591,1707260466.9774,8080,http,202.51.106.229:8080,false,2303.5564422607,82638,738774,10.060481220143,202.51.106.229
